TIME # BYTES FROM IP SEQ# TTL DELAY MS
[1495078644.950187] 64 bytes from 10.82.31.86: icmp_seq=28 ttl=60 time=37.8 ms
[1495078645.970971] 64 bytes from 10.82.31.86: icmp_seq=29 ttl=60 time=56.4 ms
[1495078646.951135] 64 bytes from 10.82.31.86: icmp_seq=30 ttl=60 time=34.7 ms
[1495078647.950052] 64 bytes from 10.82.31.86: icmp_seq=31 ttl=60 time=31.6 ms
[1495078648.970561] 64 bytes from 10.82.31.86: icmp_seq=32 ttl=60 time=50.8 ms
[1495078649.964563] 64 bytes from 10.82.31.86: icmp_seq=33 ttl=60 time=42.7 ms
[1495078650.970563] 64 bytes from 10.82.31.86: icmp_seq=34 ttl=60 time=46.6 ms
[1495078651.990443] 64 bytes from 10.82.31.86: icmp_seq=35 ttl=60 time=64.3 ms
[1495078652.971186] 64 bytes from 10.82.31.86: icmp_seq=36 ttl=60 time=43.9 ms
[1495078653.995528] 64 bytes from 10.82.31.86: icmp_seq=37 ttl=60 time=67.3 ms
[1495078654.970841] 64 bytes from 10.82.31.86: icmp_seq=38 ttl=60 time=40.7 ms
[1495078656.040429] 64 bytes from 10.82.31.86: icmp_seq=39 ttl=60 time=108 ms
[1495078656.970239] 64 bytes from 10.82.31.86: icmp_seq=40 ttl=60 time=38.0 ms
[1495078657.979698] 64 bytes from 10.82.31.86: icmp_seq=41 ttl=60 time=46.0 ms
[1495078658.971812] 64 bytes from 10.82.31.86: icmp_seq=42 ttl=60 time=36.7 ms
[1495078660.006132] 64 bytes from 10.82.31.86: icmp_seq=43 ttl=60 time=68.8 ms
[1495078661.026759] 64 bytes from 10.82.31.86: icmp_seq=44 ttl=60 time=89.2 ms
[1495078661.993803] 64 bytes from 10.82.31.86: icmp_seq=45 ttl=60 time=55.5 ms
[1495078662.993713] 64 bytes from 10.82.31.86: icmp_seq=46 ttl=60 time=53.6 ms
[1495078663.979017] 64 bytes from 10.82.31.86: icmp_seq=47 ttl=60 time=36.9 ms
[1495078665.034360] 64 bytes from 10.82.31.86: icmp_seq=48 ttl=60 time=90.8 ms
[1495078666.032226] 64 bytes from 10.82.31.86: icmp_seq=49 ttl=60 time=88.5 ms
[1495078667.032292] 64 bytes from 10.82.31.86: icmp_seq=50 ttl=60 time=87.6 ms
[1495078667.984192] 64 bytes from 10.82.31.86: icmp_seq=51 ttl=60 time=38.5 ms
[1495078669.001244] 64 bytes from 10.82.31.86: icmp_seq=52 ttl=60 time=53.7 ms
[1495078669.998906] 64 bytes from 10.82.31.86: icmp_seq=53 ttl=60 time=50.4 ms
[1495078671.024293] 64 bytes from 10.82.31.86: icmp_seq=54 ttl=60 time=74.0 ms
[1495078672.097885] 64 bytes from 10.82.31.86: icmp_seq=55 ttl=60 time=147 ms
[1495078673.024989] 64 bytes from 10.82.31.86: icmp_seq=56 ttl=60 time=73.9 ms
[1495078674.068756] 64 bytes from 10.82.31.86: icmp_seq=57 ttl=60 time=117 ms
[1495078674.986017] 64 bytes from 10.82.31.86: icmp_seq=58 ttl=60 time=34.0 ms
[1495078676.019028] 64 bytes from 10.82.31.86: icmp_seq=59 ttl=60 time=66.6 ms
[1495078677.015741] 64 bytes from 10.82.31.86: icmp_seq=60 ttl=60 time=63.4 ms
[1495078678.002180] 64 bytes from 10.82.31.86: icmp_seq=61 ttl=60 time=49.8 ms
[1495078679.010352] 64 bytes from 10.82.31.86: icmp_seq=62 ttl=60 time=58.2 ms
[1495078680.013715] 64 bytes from 10.82.31.86: icmp_seq=63 ttl=60 time=61.3 ms
[1495078681.041794] 64 bytes from 10.82.31.86: icmp_seq=64 ttl=60 time=88.8 ms
[1495078681.990785] 64 bytes from 10.82.31.86: icmp_seq=65 ttl=60 time=38.5 ms
[1495078682.992280] 64 bytes from 10.82.31.86: icmp_seq=66 ttl=60 time=38.1 ms
[1495078684.002631] 64 bytes from 10.82.31.86: icmp_seq=67 ttl=60 time=47.0 ms
[1495078684.991487] 64 bytes from 10.82.31.86: icmp_seq=68 ttl=60 time=35.2 ms
[1495078685.997840] 64 bytes from 10.82.31.86: icmp_seq=69 ttl=60 time=39.9 ms
[1495078687.012695] 64 bytes from 10.82.31.86: icmp_seq=70 ttl=60 time=53.6 ms
[1495078688.014549] 64 bytes from 10.82.31.86: icmp_seq=71 ttl=60 time=54.4 ms
[1495078689.019303] 64 bytes from 10.82.31.86: icmp_seq=72 ttl=60 time=58.5 ms
[1495078690.000644] 64 bytes from 10.82.31.86: icmp_seq=73 ttl=60 time=38.9 ms
[1495078691.049352] 64 bytes from 10.82.31.86: icmp_seq=74 ttl=60 time=87.3 ms
[1495078692.044218] 64 bytes from 10.82.31.86: icmp_seq=75 ttl=60 time=81.7 ms
[1495078693.032664] 64 bytes from 10.82.31.86: icmp_seq=76 ttl=60 time=69.2 ms
[1495078694.001136] 64 bytes from 10.82.31.86: icmp_seq=77 ttl=60 time=37.2 ms
[1495078695.012084] 64 bytes from 10.82.31.86: icmp_seq=78 ttl=60 time=47.9 ms
[1495078696.006840] 64 bytes from 10.82.31.86: icmp_seq=79 ttl=60 time=42.5 ms
[1495078697.017793] 64 bytes from 10.82.31.86: icmp_seq=80 ttl=60 time=52.6 ms
[1495078698.068725] 64 bytes from 10.82.31.86: icmp_seq=81 ttl=60 time=103 ms
[1495078699.087401] 64 bytes from 10.82.31.86: icmp_seq=82 ttl=60 time=121 ms
[1495078700.116211] 64 bytes from 10.82.31.86: icmp_seq=83 ttl=60 time=149 ms
[1495078701.158659] 64 bytes from 10.82.31.86: icmp_seq=84 ttl=60 time=191 ms
[1495078702.162851] 64 bytes from 10.82.31.86: icmp_seq=85 ttl=60 time=195 ms
[1495078703.269847] 64 bytes from 10.82.31.86: icmp_seq=86 ttl=60 time=301 ms
[1495078704.019917] 64 bytes from 10.82.31.86: icmp_seq=87 ttl=60 time=51.0 ms
[1495078705.077325] 64 bytes from 10.82.31.86: icmp_seq=88 ttl=60 time=107 ms
[1495078706.133737] 64 bytes from 10.82.31.86: icmp_seq=89 ttl=60 time=164 ms
[1495078707.271665] 64 bytes from 10.82.31.86: icmp_seq=90 ttl=60 time=301 ms
[1495078708.110186] 64 bytes from 10.82.31.86: icmp_seq=91 ttl=60 time=139 ms
[1495078709.028259] 64 bytes from 10.82.31.86: icmp_seq=92 ttl=60 time=56.4 ms
[1495078710.056500] 64 bytes from 10.82.31.86: icmp_seq=93 ttl=60 time=83.7 ms
[1495078711.263176] 64 bytes from 10.82.31.86: icmp_seq=94 ttl=60 time=290 ms
[1495078712.257627] 64 bytes from 10.82.31.86: icmp_seq=95 ttl=60 time=284 ms
[1495078713.086422] 64 bytes from 10.82.31.86: icmp_seq=96 ttl=60 time=112 ms
[1495078714.339601] 64 bytes from 10.82.31.86: icmp_seq=97 ttl=60 time=364 ms
[1495078715.312982] 64 bytes from 10.82.31.86: icmp_seq=98 ttl=60 time=338 ms
[1495078716.392421] 64 bytes from 10.82.31.86: icmp_seq=99 ttl=60 time=417 ms
[1495078717.713480] 64 bytes from 10.82.31.86: icmp_seq=100 ttl=60 time=738 ms
[1495078719.112872] 64 bytes from 10.82.31.86: icmp_seq=101 ttl=60 time=1137 ms
[1495078720.807903] 64 bytes from 10.82.31.86: icmp_seq=102 ttl=60 time=1825 ms
[1495078721.129169] 64 bytes from 10.82.31.86: icmp_seq=103 ttl=60 time=1145 ms
[1495078721.992557] 64 bytes from 10.82.31.86: icmp_seq=104 ttl=60 time=1008 ms
[1495078722.673371] 64 bytes from 10.82.31.86: icmp_seq=105 ttl=60 time=688 ms
[1495078725.260937] 64 bytes from 10.82.31.86: icmp_seq=106 ttl=60 time=2276 ms
[1495078726.094107] 64 bytes from 10.82.31.86: icmp_seq=107 ttl=60 time=2109 ms
[1495078726.432356] 64 bytes from 10.82.31.86: icmp_seq=108 ttl=60 time=1448 ms
[1495078727.142282] 64 bytes from 10.82.31.86: icmp_seq=109 ttl=60 time=1157 ms
[1495078728.338867] 64 bytes from 10.82.31.86: icmp_seq=110 ttl=60 time=1353 ms
[1495078728.843021] 64 bytes from 10.82.31.86: icmp_seq=111 ttl=60 time=857 ms
[1495078729.246073] 64 bytes from 10.82.31.86: icmp_seq=112 ttl=60 time=260 ms
[1495078730.100154] 64 bytes from 10.82.31.86: icmp_seq=113 ttl=60 time=113 ms
[1495078731.072704] 64 bytes from 10.82.31.86: icmp_seq=114 ttl=60 time=86.1 ms
[1495078732.112362] 64 bytes from 10.82.31.86: icmp_seq=115 ttl=60 time=125 ms
[1495078733.071849] 64 bytes from 10.82.31.86: icmp_seq=116 ttl=60 time=84.2 ms
[1495078734.086665] 64 bytes from 10.82.31.86: icmp_seq=117 ttl=60 time=98.4 ms
[1495078735.074002] 64 bytes from 10.82.31.86: icmp_seq=118 ttl=60 time=84.9 ms
[1495078736.015122] 64 bytes from 10.82.31.86: icmp_seq=119 ttl=60 time=25.7 ms
[1495078737.034586] 64 bytes from 10.82.31.86: icmp_seq=120 ttl=60 time=44.1 ms
[1495078738.043238] 64 bytes from 10.82.31.86: icmp_seq=121 ttl=60 time=52.2 ms
[1495078739.047070] 64 bytes from 10.82.31.86: icmp_seq=122 ttl=60 time=55.1 ms
[1495078740.042746] 64 bytes from 10.82.31.86: icmp_seq=123 ttl=60 time=50.2 ms
[1495078741.098979] 64 bytes from 10.82.31.86: icmp_seq=124 ttl=60 time=105 ms
[1495078742.020824] 64 bytes from 10.82.31.86: icmp_seq=125 ttl=60 time=27.5 ms
[1495078743.032884] 64 bytes from 10.82.31.86: icmp_seq=126 ttl=60 time=38.6 ms
[1495078744.032389] 64 bytes from 10.82.31.86: icmp_seq=127 ttl=60 time=37.2 ms
[1495078745.092202] 64 bytes from 10.82.31.86: icmp_seq=128 ttl=60 time=96.3 ms
[1495078746.033849] 64 bytes from 10.82.31.86: icmp_seq=129 ttl=60 time=37.2 ms
[1495078747.073444] 64 bytes from 10.82.31.86: icmp_seq=130 ttl=60 time=76.1 ms
[1495078748.020927] 64 bytes from 10.82.31.86: icmp_seq=131 ttl=60 time=23.1 ms
[1495078749.043602] 64 bytes from 10.82.31.86: icmp_seq=132 ttl=60 time=45.2 ms
[1495078750.033188] 64 bytes from 10.82.31.86: icmp_seq=133 ttl=60 time=34.0 ms
[1495078751.035142] 64 bytes from 10.82.31.86: icmp_seq=134 ttl=60 time=35.2 ms
[1495078752.052163] 64 bytes from 10.82.31.86: icmp_seq=135 ttl=60 time=51.7 ms
[1495078753.034109] 64 bytes from 10.82.31.86: icmp_seq=136 ttl=60 time=32.5 ms
[1495078754.032983] 64 bytes from 10.82.31.86: icmp_seq=137 ttl=60 time=29.4 ms
[1495078755.073425] 64 bytes from 10.82.31.86: icmp_seq=138 ttl=60 time=67.9 ms
[1495078756.032812] 64 bytes from 10.82.31.86: icmp_seq=139 ttl=60 time=25.9 ms
[1495078757.100324] 64 bytes from 10.82.31.86: icmp_seq=140 ttl=60 time=92.0 ms
[1495078758.053838] 64 bytes from 10.82.31.86: icmp_seq=141 ttl=60 time=44.2 ms
[1495078759.051381] 64 bytes from 10.82.31.86: icmp_seq=142 ttl=60 time=40.1 ms
[1495078760.051601] 64 bytes from 10.82.31.86: icmp_seq=143 ttl=60 time=38.7 ms
[1495078761.050560] 64 bytes from 10.82.31.86: icmp_seq=144 ttl=60 time=35.7 ms
[1495078762.053200] 64 bytes from 10.82.31.86: icmp_seq=145 ttl=60 time=36.2 ms
[1495078763.074293] 64 bytes from 10.82.31.86: icmp_seq=146 ttl=60 time=55.6 ms
[1495078764.055300] 64 bytes from 10.82.31.86: icmp_seq=147 ttl=60 time=35.6 ms
[1495078765.059920] 64 bytes from 10.82.31.86: icmp_seq=148 ttl=60 time=38.1 ms
[1495078766.053261] 64 bytes from 10.82.31.86: icmp_seq=149 ttl=60 time=29.8 ms
[1495078767.058467] 64 bytes from 10.82.31.86: icmp_seq=150 ttl=60 time=33.9 ms
[1495078768.073096] 64 bytes from 10.82.31.86: icmp_seq=151 ttl=60 time=47.1 ms
[1495078769.060627] 64 bytes from 10.82.31.86: icmp_seq=152 ttl=60 time=32.8 ms
[1495078770.092686] 64 bytes from 10.82.31.86: icmp_seq=153 ttl=60 time=63.6 ms
[1495078771.057683] 64 bytes from 10.82.31.86: icmp_seq=154 ttl=60 time=26.6 ms
[1495078772.076830] 64 bytes from 10.82.31.86: icmp_seq=155 ttl=60 time=44.5 ms
[1495078773.094136] 64 bytes from 10.82.31.86: icmp_seq=156 ttl=60 time=60.0 ms
[1495078774.085085] 64 bytes from 10.82.31.86: icmp_seq=157 ttl=60 time=49.5 ms
[1495078775.093840] 64 bytes from 10.82.31.86: icmp_seq=158 ttl=60 time=56.5 ms
[1495078776.131977] 64 bytes from 10.82.31.86: icmp_seq=159 ttl=60 time=92.7 ms
[1495078777.084637] 64 bytes from 10.82.31.86: icmp_seq=160 ttl=60 time=43.2 ms
[1495078778.061416] 64 bytes from 10.82.31.86: icmp_seq=161 ttl=60 time=18.3 ms
[1495078779.074724] 64 bytes from 10.82.31.86: icmp_seq=162 ttl=60 time=29.8 ms
[1495078780.084319] 64 bytes from 10.82.31.86: icmp_seq=163 ttl=60 time=37.8 ms
[1495078781.088980] 64 bytes from 10.82.31.86: icmp_seq=164 ttl=60 time=41.2 ms
[1495078782.102378] 64 bytes from 10.82.31.86: icmp_seq=165 ttl=60 time=53.0 ms
[1495078783.086148] 64 bytes from 10.82.31.86: icmp_seq=166 ttl=60 time=35.3 ms
[1495078784.116598] 64 bytes from 10.82.31.86: icmp_seq=167 ttl=60 time=63.8 ms
[1495078785.092398] 64 bytes from 10.82.31.86: icmp_seq=168 ttl=60 time=38.4 ms
[1495078786.101047] 64 bytes from 10.82.31.86: icmp_seq=169 ttl=60 time=45.2 ms
[1495078787.092352] 64 bytes from 10.82.31.86: icmp_seq=170 ttl=60 time=34.9 ms
[1495078788.085650] 64 bytes from 10.82.31.86: icmp_seq=171 ttl=60 time=26.9 ms
[1495078789.132705] 64 bytes from 10.82.31.86: icmp_seq=172 ttl=60 time=72.5 ms
[1495078790.168360] 64 bytes from 10.82.31.86: icmp_seq=173 ttl=60 time=106 ms
[1495078791.098470] 64 bytes from 10.82.31.86: icmp_seq=174 ttl=60 time=34.7 ms
[1495078792.125378] 64 bytes from 10.82.31.86: icmp_seq=175 ttl=60 time=59.5 ms
[1495078793.125180] 64 bytes from 10.82.31.86: icmp_seq=176 ttl=60 time=57.2 ms
[1495078794.096791] 64 bytes from 10.82.31.86: icmp_seq=177 ttl=60 time=27.6 ms
[1495078795.193391] 64 bytes from 10.82.31.86: icmp_seq=178 ttl=60 time=122 ms
[1495078796.142344] 64 bytes from 10.82.31.86: icmp_seq=179 ttl=60 time=69.6 ms
[1495078797.113365] 64 bytes from 10.82.31.86: icmp_seq=180 ttl=60 time=38.6 ms
[1495078798.114175] 64 bytes from 10.82.31.86: icmp_seq=181 ttl=60 time=37.4 ms
[1495078799.132177] 64 bytes from 10.82.31.86: icmp_seq=182 ttl=60 time=53.6 ms
[1495078800.096786] 64 bytes from 10.82.31.86: icmp_seq=183 ttl=60 time=16.4 ms
[1495078801.163560] 64 bytes from 10.82.31.86: icmp_seq=184 ttl=60 time=81.3 ms
[1495078802.126052] 64 bytes from 10.82.31.86: icmp_seq=185 ttl=60 time=41.8 ms
[1495078803.114563] 64 bytes from 10.82.31.86: icmp_seq=186 ttl=60 time=28.8 ms
[1495078804.114970] 64 bytes from 10.82.31.86: icmp_seq=187 ttl=60 time=26.9 ms
[1495078805.126045] 64 bytes from 10.82.31.86: icmp_seq=188 ttl=60 time=36.7 ms
[1495078806.125870] 64 bytes from 10.82.31.86: icmp_seq=189 ttl=60 time=34.6 ms
[1495078807.182554] 64 bytes from 10.82.31.86: icmp_seq=190 ttl=60 time=89.2 ms
[1495078808.180970] 64 bytes from 10.82.31.86: icmp_seq=191 ttl=60 time=86.0 ms
[1495078809.142124] 64 bytes from 10.82.31.86: icmp_seq=192 ttl=60 time=45.8 ms
[1495078810.130532] 64 bytes from 10.82.31.86: icmp_seq=193 ttl=60 time=33.0 ms
[1495078811.153543] 64 bytes from 10.82.31.86: icmp_seq=194 ttl=60 time=54.5 ms
[1495078812.153361] 64 bytes from 10.82.31.86: icmp_seq=195 ttl=60 time=52.4 ms
[1495078813.136643] 64 bytes from 10.82.31.86: icmp_seq=196 ttl=60 time=33.8 ms
[1495078814.142605] 64 bytes from 10.82.31.86: icmp_seq=197 ttl=60 time=38.6 ms
[1495078815.145080] 64 bytes from 10.82.31.86: icmp_seq=198 ttl=60 time=39.0 ms
[1495078816.137654] 64 bytes from 10.82.31.86: icmp_seq=199 ttl=60 time=30.1 ms
[1495078817.136402] 64 bytes from 10.82.31.86: icmp_seq=200 ttl=60 time=28.0 ms
[1495078818.145023] 64 bytes from 10.82.31.86: icmp_seq=201 ttl=60 time=35.4 ms
[1495078819.157389] 64 bytes from 10.82.31.86: icmp_seq=202 ttl=60 time=45.9 ms
[1495078820.141213] 64 bytes from 10.82.31.86: icmp_seq=203 ttl=60 time=28.4 ms
[1495078821.212839] 64 bytes from 10.82.31.86: icmp_seq=204 ttl=60 time=98.1 ms
[1495078822.154134] 64 bytes from 10.82.31.86: icmp_seq=205 ttl=60 time=37.9 ms
[1495078823.158359] 64 bytes from 10.82.31.86: icmp_seq=206 ttl=60 time=40.7 ms
[1495078824.165688] 64 bytes from 10.82.31.86: icmp_seq=207 ttl=60 time=46.8 ms
[1495078825.164950] 64 bytes from 10.82.31.86: icmp_seq=208 ttl=60 time=44.8 ms
[1495078826.141570] 64 bytes from 10.82.31.86: icmp_seq=209 ttl=60 time=20.2 ms
[1495078827.174226] 64 bytes from 10.82.31.86: icmp_seq=210 ttl=60 time=51.2 ms
[1495078828.156066] 64 bytes from 10.82.31.86: icmp_seq=211 ttl=60 time=31.8 ms
[1495078829.164223] 64 bytes from 10.82.31.86: icmp_seq=212 ttl=60 time=38.7 ms
[1495078830.154936] 64 bytes from 10.82.31.86: icmp_seq=213 ttl=60 time=27.8 ms
[1495078831.175355] 64 bytes from 10.82.31.86: icmp_seq=214 ttl=60 time=47.0 ms
[1495078832.173765] 64 bytes from 10.82.31.86: icmp_seq=215 ttl=60 time=44.1 ms
[1495078833.165185] 64 bytes from 10.82.31.86: icmp_seq=216 ttl=60 time=34.0 ms
[1495078834.193551] 64 bytes from 10.82.31.86: icmp_seq=217 ttl=60 time=61.1 ms
[1495078835.183165] 64 bytes from 10.82.31.86: icmp_seq=218 ttl=60 time=49.2 ms
[1495078836.167381] 64 bytes from 10.82.31.86: icmp_seq=219 ttl=60 time=31.8 ms
[1495078837.249544] 64 bytes from 10.82.31.86: icmp_seq=220 ttl=60 time=112 ms
[1495078838.178699] 64 bytes from 10.82.31.86: icmp_seq=221 ttl=60 time=39.9 ms
[1495078839.172767] 64 bytes from 10.82.31.86: icmp_seq=222 ttl=60 time=32.6 ms
[1495078840.170403] 64 bytes from 10.82.31.86: icmp_seq=223 ttl=60 time=28.4 ms
[1495078841.194725] 64 bytes from 10.82.31.86: icmp_seq=224 ttl=60 time=50.8 ms
[1495078842.195896] 64 bytes from 10.82.31.86: icmp_seq=225 ttl=60 time=50.8 ms
[1495078844.193992] 64 bytes from 10.82.31.86: icmp_seq=227 ttl=60 time=39.3 ms
[1495078845.197250] 64 bytes from 10.82.31.86: icmp_seq=228 ttl=60 time=40.9 ms
[1495078846.183272] 64 bytes from 10.82.31.86: icmp_seq=229 ttl=60 time=25.4 ms
[1495078847.204602] 64 bytes from 10.82.31.86: icmp_seq=230 ttl=60 time=44.6 ms
[1495078848.205114] 64 bytes from 10.82.31.86: icmp_seq=231 ttl=60 time=43.1 ms
[1495078849.196488] 64 bytes from 10.82.31.86: icmp_seq=232 ttl=60 time=32.6 ms
[1495078850.202975] 64 bytes from 10.82.31.86: icmp_seq=233 ttl=60 time=37.8 ms
[1495078851.212615] 64 bytes from 10.82.31.86: icmp_seq=234 ttl=60 time=46.2 ms
[1495078852.252534] 64 bytes from 10.82.31.86: icmp_seq=235 ttl=60 time=84.5 ms
[1495078853.209671] 64 bytes from 10.82.31.86: icmp_seq=236 ttl=60 time=39.8 ms
[1495078854.216019] 64 bytes from 10.82.31.86: icmp_seq=237 ttl=60 time=44.7 ms
[1495078855.221749] 64 bytes from 10.82.31.86: icmp_seq=238 ttl=60 time=49.0 ms
[1495078856.223322] 64 bytes from 10.82.31.86: icmp_seq=239 ttl=60 time=49.2 ms
[1495078857.216941] 64 bytes from 10.82.31.86: icmp_seq=240 ttl=60 time=41.2 ms
[1495078858.234198] 64 bytes from 10.82.31.86: icmp_seq=241 ttl=60 time=56.5 ms
[1495078859.209991] 64 bytes from 10.82.31.86: icmp_seq=242 ttl=60 time=31.1 ms
[1495078860.244032] 64 bytes from 10.82.31.86: icmp_seq=243 ttl=60 time=63.6 ms
[1495078861.206902] 64 bytes from 10.82.31.86: icmp_seq=244 ttl=60 time=25.1 ms
[1495078862.219373] 64 bytes from 10.82.31.86: icmp_seq=245 ttl=60 time=36.0 ms
[1495078863.244788] 64 bytes from 10.82.31.86: icmp_seq=246 ttl=60 time=60.2 ms
[1495078864.233950] 64 bytes from 10.82.31.86: icmp_seq=247 ttl=60 time=47.7 ms
[1495078865.234586] 64 bytes from 10.82.31.86: icmp_seq=248 ttl=60 time=47.2 ms
[1495078866.222228] 64 bytes from 10.82.31.86: icmp_seq=249 ttl=60 time=33.9 ms
[1495078867.213500] 64 bytes from 10.82.31.86: icmp_seq=250 ttl=60 time=23.8 ms
[1495078868.237309] 64 bytes from 10.82.31.86: icmp_seq=251 ttl=60 time=46.4 ms
[1495078869.215613] 64 bytes from 10.82.31.86: icmp_seq=252 ttl=60 time=23.2 ms
[1495078870.233673] 64 bytes from 10.82.31.86: icmp_seq=253 ttl=60 time=39.7 ms
[1495078871.234377] 64 bytes from 10.82.31.86: icmp_seq=254 ttl=60 time=38.4 ms
[1495078872.255520] 64 bytes from 10.82.31.86: icmp_seq=255 ttl=60 time=57.5 ms
[1495078873.221690] 64 bytes from 10.82.31.86: icmp_seq=256 ttl=60 time=21.7 ms
[1495078874.252631] 64 bytes from 10.82.31.86: icmp_seq=257 ttl=60 time=51.0 ms
[1495078875.247190] 64 bytes from 10.82.31.86: icmp_seq=258 ttl=60 time=44.0 ms
[1495078876.252708] 64 bytes from 10.82.31.86: icmp_seq=259 ttl=60 time=48.0 ms
[1495078877.252533] 64 bytes from 10.82.31.86: icmp_seq=260 ttl=60 time=46.4 ms
[1495078878.255399] 64 bytes from 10.82.31.86: icmp_seq=261 ttl=60 time=47.5 ms
[1495078879.289656] 64 bytes from 10.82.31.86: icmp_seq=262 ttl=60 time=79.7 ms
[1495078880.277176] 64 bytes from 10.82.31.86: icmp_seq=263 ttl=60 time=66.0 ms
[1495078881.257375] 64 bytes from 10.82.31.86: icmp_seq=264 ttl=60 time=44.8 ms
[1495078882.275379] 64 bytes from 10.82.31.86: icmp_seq=265 ttl=60 time=61.2 ms
[1495078883.314814] 64 bytes from 10.82.31.86: icmp_seq=266 ttl=60 time=98.6 ms
[1495078884.273282] 64 bytes from 10.82.31.86: icmp_seq=267 ttl=60 time=55.1 ms
[1495078885.252520] 64 bytes from 10.82.31.86: icmp_seq=268 ttl=60 time=32.8 ms
[1495078886.253605] 64 bytes from 10.82.31.86: icmp_seq=269 ttl=60 time=33.3 ms
[1495078887.274424] 64 bytes from 10.82.31.86: icmp_seq=270 ttl=60 time=52.5 ms
[1495078888.259901] 64 bytes from 10.82.31.86: icmp_seq=271 ttl=60 time=36.0 ms
[1495078889.316513] 64 bytes from 10.82.31.86: icmp_seq=272 ttl=60 time=91.1 ms
[1495078890.353675] 64 bytes from 10.82.31.86: icmp_seq=273 ttl=60 time=126 ms
[1495078891.274052] 64 bytes from 10.82.31.86: icmp_seq=274 ttl=60 time=46.0 ms
[1495078892.263090] 64 bytes from 10.82.31.86: icmp_seq=275 ttl=60 time=33.7 ms
[1495078893.274031] 64 bytes from 10.82.31.86: icmp_seq=276 ttl=60 time=43.3 ms
[1495078894.273534] 64 bytes from 10.82.31.86: icmp_seq=277 ttl=60 time=41.2 ms
[1495078895.255452] 64 bytes from 10.82.31.86: icmp_seq=278 ttl=60 time=21.5 ms
[1495078896.296167] 64 bytes from 10.82.31.86: icmp_seq=279 ttl=60 time=60.2 ms
[1495078897.326951] 64 bytes from 10.82.31.86: icmp_seq=280 ttl=60 time=89.4 ms
[1495078898.514259] 64 bytes from 10.82.31.86: icmp_seq=281 ttl=60 time=274 ms
[1495078899.338498] 64 bytes from 10.82.31.86: icmp_seq=282 ttl=60 time=98.1 ms
[1495078900.320333] 64 bytes from 10.82.31.86: icmp_seq=283 ttl=60 time=78.6 ms
[1495078901.291897] 64 bytes from 10.82.31.86: icmp_seq=284 ttl=60 time=48.2 ms
[1495078902.283197] 64 bytes from 10.82.31.86: icmp_seq=285 ttl=60 time=37.8 ms
[1495078903.313012] 64 bytes from 10.82.31.86: icmp_seq=286 ttl=60 time=66.3 ms
